Data,"Tipo Residuo","Peso"
2023-05-31,"Restos Comida","8180,00"
2023-05-31,"Plastico","4620,00"
2023-05-31,"Cortes de Jardim","103900,00"
2023-05-31,"Vidro","18780,00"
2023-05-31,"Indiferenciado","245660,00"
2023-05-31,"Residuos Limpeza","2160,00"
2023-05-30,"Cortes de Jardim","101080,00"
2023-05-30,"Papel","8840,00"
2023-05-30,"Monstros","19300,00"
2023-05-30,"Vidro","7200,00"
2023-05-30,"Plastico","34340,00"
2023-05-30,"Restos Comida","5000,00"
2023-05-30,"Residuos Limpeza","18160,00"
2023-05-30,"Indiferenciado","225020,00"
2023-05-29,"Plastico","3280,00"
2023-05-29,"Cortes de Jardim","77460,00"
2023-05-29,"Monstros","14100,00"
2023-05-29,"Vidro","20800,00"
2023-05-29,"Restos Comida","10080,00"
2023-05-29,"Residuos Limpeza","18200,00"
2023-05-29,"Papel","28840,00"
2023-05-29,"Indiferenciado","249040,00"
2023-05-28,"Residuos Limpeza","1620,00"
2023-05-28,"Indiferenciado","241880,00"
2023-05-28,"Papel","6680,00"
2023-05-27,"Indiferenciado","243960,00"
2023-05-27,"Plastico","5560,00"
2023-05-27,"Residuos Limpeza","10320,00"
2023-05-27,"Vidro","18400,00"
2023-05-27,"Cortes de Jardim","93760,00"
2023-05-27,"Papel","9820,00"
2023-05-27,"Monstros","6880,00"
2023-05-27,"Restos Comida","6820,00"
2023-05-26,"Vidro","19780,00"
2023-05-26,"Indiferenciado","239740,00"
2023-05-26,"Monstros","11560,00"
2023-05-26,"Plastico","25360,00"
2023-05-26,"Cortes de Jardim","96400,00"
2023-05-26,"Papel","4140,00"
2023-05-26,"Residuos Limpeza","18580,00"
2023-05-26,"Restos Comida","5400,00"
2023-05-25,"Vidro","25740,00"
2023-05-25,"Indiferenciado","239860,00"
2023-05-25,"Papel","30100,00"
2023-05-25,"Plastico","4840,00"
2023-05-25,"Residuos Limpeza","5120,00"
2023-05-25,"Monstros","14420,00"
2023-05-25,"Restos Comida","6040,00"
2023-05-25,"Cortes de Jardim","104840,00"
2023-05-24,"Vidro","21460,00"
2023-05-24,"Cortes de Jardim","115360,00"
2023-05-24,"Papel","14940,00"
2023-05-24,"Indiferenciado","237820,00"
2023-05-24,"Residuos Limpeza","620,00"
2023-05-24,"Plastico","7940,00"
2023-05-24,"Monstros","9560,00"
2023-05-24,"Restos Comida","8100,00"
2023-05-23,"Indiferenciado","257700,00"
2023-05-23,"Residuos Limpeza","10260,00"
2023-05-23,"Restos Comida","6060,00"
2023-05-23,"Plastico","32880,00"
2023-05-23,"Papel","4840,00"
2023-05-23,"Vidro","15840,00"
2023-05-23,"Cortes de Jardim","107180,00"
2023-05-23,"Monstros","18380,00"
2023-05-22,"Indiferenciado","208280,00"
2023-05-22,"Vidro","26800,00"
2023-05-22,"Monstros","20180,00"
2023-05-22,"Plastico","3940,00"
2023-05-22,"Papel","35720,00"
2023-05-22,"Restos Comida","7880,00"
2023-05-22,"Cortes de Jardim","83300,00"
2023-05-22,"Residuos Limpeza","15440,00"
2023-05-21,"Indiferenciado","230720,00"
2023-05-21,"Papel","4180,00"
2023-05-20,"Residuos Limpeza","14980,00"
2023-05-20,"Indiferenciado","243720,00"
2023-05-20,"Vidro","17980,00"
2023-05-20,"Plastico","5580,00"
2023-05-20,"Monstros","11260,00"
2023-05-20,"Restos Comida","5300,00"
2023-05-20,"Papel","9840,00"
2023-05-20,"Cortes de Jardim","94220,00"
2023-05-19,"Indiferenciado","255280,00"
2023-05-19,"Vidro","5940,00"
2023-05-19,"Restos Comida","5880,00"
2023-05-19,"Papel","8360,00"
2023-05-19,"Cortes de Jardim","105820,00"
2023-05-19,"Monstros","14300,00"
2023-05-19,"Residuos Limpeza","10820,00"
2023-05-19,"Plastico","22260,00"
2023-05-18,"Cortes de Jardim","105300,00"
2023-05-18,"Indiferenciado","218860,00"
2023-05-18,"Monstros","11560,00"
2023-05-18,"Residuos Limpeza","13060,00"
2023-05-18,"Restos Comida","8620,00"
2023-05-18,"Plastico","4600,00"
2023-05-18,"Papel","25760,00"
2023-05-17,"Papel","17660,00"
2023-05-17,"Cortes de Jardim","103540,00"
2023-05-17,"Monstros","9580,00"
2023-05-17,"Indiferenciado","247660,00"
2023-05-17,"Residuos Limpeza","2800,00"
2023-05-17,"Restos Comida","4180,00"
2023-05-17,"Plastico","11300,00"
2023-05-17,"Vidro","25260,00"
2023-05-16,"Indiferenciado","247380,00"
2023-05-16,"Plastico","32400,00"
2023-05-16,"Residuos Limpeza","14060,00"
2023-05-16,"Cortes de Jardim","102800,00"
2023-05-16,"Monstros","13560,00"
2023-05-16,"Restos Comida","6400,00"
2023-05-16,"Papel","10020,00"
2023-05-15,"Indiferenciado","237540,00"
2023-05-15,"Cortes de Jardim","124680,00"
2023-05-15,"Monstros","25300,00"
2023-05-15,"Vidro","7240,00"
2023-05-15,"Residuos Limpeza","10380,00"
2023-05-15,"Papel","34520,00"
2023-05-15,"Plastico","2940,00"
2023-05-15,"Restos Comida","9060,00"
2023-05-14,"Papel","4980,00"
2023-05-14,"Indiferenciado","233500,00"
2023-05-14,"Residuos Limpeza","260,00"
2023-05-13,"Indiferenciado","242400,00"
2023-05-13,"Cortes de Jardim","78720,00"
2023-05-13,"Residuos Limpeza","10560,00"
2023-05-13,"Plastico","5260,00"
2023-05-13,"Restos Comida","5940,00"
2023-05-13,"Monstros","13740,00"
2023-05-13,"Papel","6700,00"
2023-05-13,"Vidro","19080,00"
2023-05-12,"Papel","6360,00"
2023-05-12,"Plastico","21380,00"
2023-05-12,"Monstros","16880,00"
2023-05-12,"Restos Comida","7360,00"
2023-05-12,"Vidro","7920,00"
2023-05-12,"Indiferenciado","240380,00"
2023-05-12,"Cortes de Jardim","82500,00"
2023-05-12,"Residuos Limpeza","25520,00"
2023-05-11,"Cortes de Jardim","103020,00"
2023-05-11,"Monstros","16000,00"
2023-05-11,"Vidro","7060,00"
2023-05-11,"Residuos Limpeza","35940,00"
2023-05-11,"Plastico","4260,00"
2023-05-11,"Restos Comida","3720,00"
2023-05-11,"Papel","28520,00"
2023-05-11,"Indiferenciado","235180,00"
2023-05-10,"Restos Comida","5460,00"
2023-05-10,"Plastico","9600,00"
2023-05-10,"Cortes de Jardim","75020,00"
2023-05-10,"Vidro","24820,00"
2023-05-10,"Monstros","21600,00"
2023-05-10,"Residuos Limpeza","45800,00"
2023-05-10,"Indiferenciado","249640,00"
2023-05-10,"Papel","15920,00"
2023-05-09,"Residuos Limpeza","29980,00"
2023-05-09,"Indiferenciado","241620,00"
2023-05-09,"Cortes de Jardim","72540,00"
2023-05-09,"Restos Comida","5440,00"
2023-05-09,"Plastico","31180,00"
2023-05-09,"Papel","7220,00"
2023-05-09,"Monstros","18180,00"
2023-05-09,"Vidro","26620,00"
2023-05-08,"Indiferenciado","242600,00"
2023-05-08,"Residuos Limpeza","13120,00"
2023-05-08,"Vidro","25440,00"
2023-05-08,"Papel","32720,00"
2023-05-08,"Cortes de Jardim","88160,00"
2023-05-08,"Monstros","15740,00"
2023-05-08,"Plastico","2520,00"
2023-05-08,"Restos Comida","8720,00"
2023-05-07,"Indiferenciado","216380,00"
2023-05-07,"Monstros","780,00"
2023-05-07,"Papel","5700,00"
2023-05-07,"Residuos Limpeza","1280,00"
2023-05-06,"Vidro","36680,00"
2023-05-06,"Indiferenciado","253620,00"
2023-05-06,"Residuos Limpeza","17500,00"
2023-05-06,"Restos Comida","5940,00"
2023-05-06,"Plastico","11220,00"
2023-05-06,"Papel","11220,00"
2023-05-06,"Monstros","19820,00"
2023-05-06,"Cortes de Jardim","98320,00"
2023-05-05,"Indiferenciado","239720,00"
2023-05-05,"Vidro","42260,00"
2023-05-05,"Cortes de Jardim","96320,00"
2023-05-05,"Papel","7040,00"
2023-05-05,"Plastico","18980,00"
2023-05-05,"Monstros","20820,00"
2023-05-05,"Restos Comida","6700,00"
2023-05-05,"Residuos Limpeza","9580,00"
2023-05-04,"Papel","25680,00"
2023-05-04,"Monstros","11440,00"
2023-05-04,"Vidro","8300,00"
2023-05-04,"Cortes de Jardim","92780,00"
2023-05-04,"Indiferenciado","251440,00"
2023-05-04,"Restos Comida","3960,00"
2023-05-04,"Plastico","4480,00"
2023-05-04,"Residuos Limpeza","16600,00"
2023-05-03,"Monstros","15360,00"
2023-05-03,"Vidro","420,00"
2023-05-03,"Restos Comida","8860,00"
2023-05-03,"Plastico","27900,00"
2023-05-03,"Papel","10500,00"
2023-05-03,"Cortes de Jardim","70960,00"
2023-05-03,"Residuos Limpeza","17420,00"
2023-05-03,"Indiferenciado","250480,00"
2023-05-02,"Monstros","27940,00"
2023-05-02,"Papel","25800,00"
2023-05-02,"Restos Comida","7440,00"
2023-05-02,"Plastico","10560,00"
2023-05-02,"Vidro","26360,00"
2023-05-02,"Indiferenciado","239740,00"
2023-05-02,"Cortes de Jardim","82660,00"
2023-05-02,"Residuos Limpeza","57080,00"
2023-05-01,"Papel","12480,00"
2023-05-01,"Plastico","3140,00"
2023-05-01,"Cortes de Jardim","11960,00"
2023-05-01,"Monstros","1300,00"
2023-05-01,"Indiferenciado","227320,00"
2023-04-30,"Residuos Limpeza","11480,00"
2023-04-30,"Vidro","17540,00"
2023-04-30,"Indiferenciado","307940,00"
2023-04-30,"Plastico","13600,00"
2023-04-30,"Restos Comida","9740,00"
2023-04-30,"Papel","25280,00"
2023-04-30,"Monstros","9920,00"
2023-04-30,"Cortes de Jardim","76080,00"
2023-04-29,"Indiferenciado","376000,00"
2023-04-29,"Vidro","33480,00"
2023-04-29,"Restos Comida","6700,00"
2023-04-29,"Monstros","12240,00"
2023-04-29,"Papel","10000,00"
2023-04-29,"Plastico","14380,00"
2023-04-29,"Residuos Limpeza","14240,00"
2023-04-29,"Cortes de Jardim","66680,00"
2023-04-28,"Papel","7780,00"
2023-04-28,"Cortes de Jardim","141340,00"
2023-04-28,"Indiferenciado","252700,00"
2023-04-28,"Restos Comida","6380,00"
2023-04-28,"Plastico","25260,00"
2023-04-28,"Vidro","12780,00"
2023-04-28,"Monstros","16220,00"
2023-04-28,"Residuos Limpeza","11480,00"
2023-04-27,"Indiferenciado","174580,00"
2023-04-27,"Plastico","6340,00"
2023-04-27,"Residuos Limpeza","780,00"
2023-04-27,"Papel","20100,00"
2023-04-27,"Cortes de Jardim","56560,00"
2023-04-27,"Monstros","21040,00"
2023-04-27,"Restos Comida","5440,00"
2023-04-26,"Indiferenciado","211920,00"
2023-04-26,"Cortes de Jardim","61700,00"
2023-04-26,"Monstros","6800,00"
2023-04-26,"Residuos Limpeza","7500,00"
2023-04-26,"Plastico","30500,00"
2023-04-26,"Papel","14980,00"
2023-04-26,"Restos Comida","8460,00"
2023-04-25,"Papel","4900,00"
2023-04-25,"Cortes de Jardim","14020,00"
2023-04-25,"Monstros","1400,00"
2023-04-25,"Indiferenciado","219420,00"
2023-04-25,"Vidro","7420,00"
2023-04-25,"Plastico","3760,00"
2023-04-24,"Cortes de Jardim","77500,00"
2023-04-24,"Monstros","9520,00"
2023-04-24,"Papel","30820,00"
2023-04-24,"Restos Comida","10060,00"
2023-04-24,"Plastico","3520,00"
2023-04-24,"Indiferenciado","261980,00"
2023-04-24,"Vidro","4800,00"
2023-04-24,"Residuos Limpeza","1600,00"
2023-04-23,"Monstros","460,00"
2023-04-23,"Indiferenciado","212060,00"
2023-04-22,"Restos Comida","5540,00"
2023-04-22,"Residuos Limpeza","16480,00"
2023-04-22,"Indiferenciado","256320,00"
2023-04-22,"Cortes de Jardim","98050,00"
2023-04-22,"Papel","13460,00"
2023-04-22,"Vidro","11620,00"
2023-04-22,"Monstros","9500,00"
2023-04-21,"Residuos Limpeza","11480,00"
2023-04-21,"Restos Comida","6380,00"
2023-04-21,"Cortes de Jardim","116700,00"
2023-04-21,"Vidro","12780,00"
2023-04-21,"Monstros","16220,00"
2023-04-21,"Papel","5440,00"
2023-04-21,"Indiferenciado","211760,00"
2023-04-20,"Residuos Limpeza","15720,00"
2023-04-20,"Indiferenciado","256880,00"
2023-04-20,"Cortes de Jardim","97340,00"
2023-04-20,"Papel","27900,00"
2023-04-20,"Plastico","2620,00"
2023-04-20,"Restos Comida","5200,00"
2023-04-20,"Monstros","19500,00"
2023-04-20,"Vidro","10960,00"
2023-04-19,"Indiferenciado","228300,00"
2023-04-19,"Vidro","20340,00"
2023-04-19,"Plastico","6700,00"
2023-04-19,"Residuos Limpeza","9180,00"
2023-04-19,"Papel","15160,00"
2023-04-19,"Cortes de Jardim","74960,00"
2023-04-19,"Monstros","13340,00"
2023-04-19,"Restos Comida","6980,00"
2023-04-18,"Indiferenciado","241200,00"
2023-04-18,"Vidro","18400,00"
2023-04-18,"Papel","5800,00"
2023-04-18,"Cortes de Jardim","107920,00"
2023-04-18,"Restos Comida","3640,00"
2023-04-18,"Plastico","33480,00"
2023-04-18,"Monstros","20600,00"
2023-04-18,"Residuos Limpeza","11660,00"
2023-04-17,"Vidro","16780,00"
2023-04-17,"Indiferenciado","251820,00"
2023-04-17,"Papel","38760,00"
2023-04-17,"Restos Comida","9080,00"
2023-04-17,"Monstros","14860,00"
2023-04-17,"Residuos Limpeza","12760,00"
2023-04-17,"Plastico","3400,00"
2023-04-17,"Cortes de Jardim","83760,00"
2023-04-16,"Indiferenciado","230380,00"
2023-04-16,"Monstros","280,00"
2023-04-16,"Papel","2200,00"
2023-04-16,"Residuos Limpeza","920,00"
2023-04-15,"Papel","12120,00"
2023-04-15,"Vidro","18220,00"
2023-04-15,"Monstros","8420,00"
2023-04-15,"Cortes de Jardim","70080,00"
2023-04-15,"Indiferenciado","236600,00"
2023-04-15,"Plastico","5980,00"
2023-04-15,"Restos Comida","5500,00"
2023-04-15,"Residuos Limpeza","13080,00"
2023-04-14,"Vidro","15020,00"
2023-04-14,"Monstros","14780,00"
2023-04-14,"Cortes de Jardim","80000,00"
2023-04-14,"Restos Comida","6560,00"
2023-04-14,"Plastico","23140,00"
2023-04-14,"Papel","5860,00"
2023-04-14,"Residuos Limpeza","22860,00"
2023-04-14,"Indiferenciado","229800,00"
2023-04-13,"Papel","33320,00"
2023-04-13,"Plastico","4720,00"
2023-04-13,"Monstros","19160,00"
2023-04-13,"Vidro","13500,00"
2023-04-13,"Restos Comida","5400,00"
2023-04-13,"Cortes de Jardim","92400,00"
2023-04-13,"Indiferenciado","216880,00"
2023-04-13,"Residuos Limpeza","13480,00"
2023-04-12,"Papel","13160,00"
2023-04-12,"Cortes de Jardim","81280,00"
2023-04-12,"Monstros","18760,00"
2023-04-12,"Plastico","6560,00"
2023-04-12,"Restos Comida","3360,00"
2023-04-12,"Residuos Limpeza","11020,00"
2023-04-12,"Vidro","28020,00"
2023-04-12,"Indiferenciado","228880,00"
2023-04-11,"Plastico","28220,00"
2023-04-11,"Residuos Limpeza","7740,00"
2023-04-11,"Restos Comida","4440,00"
2023-04-11,"Cortes de Jardim","81580,00"
2023-04-11,"Papel","4240,00"
2023-04-11,"Monstros","20980,00"
2023-04-11,"Indiferenciado","246720,00"
2023-04-11,"Vidro","15560,00"
2023-04-10,"Monstros","16800,00"
2023-04-10,"Papel","37920,00"
2023-04-10,"Plastico","3600,00"
2023-04-10,"Residuos Limpeza","11440,00"
2023-04-10,"Restos Comida","10100,00"
2023-04-10,"Vidro","19180,00"
2023-04-10,"Indiferenciado","224480,00"
2023-04-10,"Cortes de Jardim","70280,00"
2023-04-09,"Residuos Limpeza","340,00"
2023-04-09,"Papel","5200,00"
2023-04-09,"Indiferenciado","234440,00"
2023-04-08,"Plastico","25060,00"
2023-04-08,"Residuos Limpeza","3080,00"
2023-04-08,"Indiferenciado","242180,00"
2023-04-08,"Cortes de Jardim","56480,00"
2023-04-08,"Papel","8620,00"
2023-04-08,"Monstros","6060,00"
2023-04-08,"Restos Comida","7620,00"
2023-04-08,"Vidro","7480,00"
2023-04-07,"Indiferenciado","236460,00"
2023-04-07,"Residuos Limpeza","1680,00"
2023-04-07,"Plastico","3220,00"
2023-04-07,"Cortes de Jardim","12660,00"
2023-04-07,"Papel","7520,00"
2023-04-07,"Monstros","1560,00"
2023-04-06,"Indiferenciado","240740,00"
2023-04-06,"Residuos Limpeza","12820,00"
2023-04-06,"Vidro","18180,00"
2023-04-06,"Cortes de Jardim","74200,00"
2023-04-06,"Papel","19100,00"
2023-04-06,"Monstros","11400,00"
2023-04-06,"Plastico","10360,00"
2023-04-06,"Restos Comida","5760,00"
2023-04-05,"Indiferenciado","246020,00"
2023-04-05,"Vidro","24500,00"
2023-04-05,"Residuos Limpeza","11300,00"
2023-04-05,"Cortes de Jardim","75980,00"
2023-04-05,"Papel","22200,00"
2023-04-05,"Plastico","4640,00"
2023-04-05,"Restos Comida","6240,00"
2023-04-05,"Monstros","16240,00"
2023-04-04,"Cortes de Jardim","73580,00"
2023-04-04,"Vidro","17500,00"
2023-04-04,"Indiferenciado","236600,00"
2023-04-04,"Monstros","18140,00"
2023-04-04,"Plastico","34560,00"
2023-04-04,"Papel","8680,00"
2023-04-04,"Restos Comida","6440,00"
2023-04-04,"Residuos Limpeza","2840,00"
2023-04-03,"Papel","30020,00"
2023-04-03,"Cortes de Jardim","88660,00"
2023-04-03,"Vidro","4860,00"
2023-04-03,"Monstros","15280,00"
2023-04-03,"Indiferenciado","245660,00"
2023-04-03,"Restos Comida","8840,00"
2023-04-03,"Plastico","3460,00"
2023-04-03,"Residuos Limpeza","13080,00"
2023-04-02,"Papel","5920,00"
2023-04-02,"Indiferenciado","241460,00"
2023-04-02,"Residuos Limpeza","400,00"
2023-04-01,"Monstros","8300,00"
2023-04-01,"Indiferenciado","244300,00"
2023-04-01,"Residuos Limpeza","40280,00"
2023-04-01,"Cortes de Jardim","93000,00"
2023-04-01,"Papel","13100,00"
2023-04-01,"Restos Comida","5480,00"
2023-04-01,"Plastico","6400,00"
2023-04-01,"Vidro","12040,00"
2023-03-31,"Indiferenciado","242760,00"
2023-03-31,"Papel","140,00"
2023-03-31,"Cortes de Jardim","94060,00"
2023-03-31,"Restos Comida","5780,00"
2023-03-31,"Monstros","15760,00"
2023-03-31,"Plastico","29760,00"
2023-03-31,"Residuos Limpeza","35980,00"
2023-03-31,"Vidro","14520,00"
2023-03-30,"Monstros","18820,00"
2023-03-30,"Cortes de Jardim","89640,00"
2023-03-30,"Papel","27960,00"
2023-03-30,"Indiferenciado","235960,00"
2023-03-30,"Vidro","15980,00"
2023-03-30,"Residuos Limpeza","14520,00"
2023-03-30,"Plastico","3840,00"
2023-03-30,"Restos Comida","4560,00"
2023-03-29,"Papel","17500,00"
2023-03-29,"Residuos Limpeza","14580,00"
2023-03-29,"Monstros","13740,00"
2023-03-29,"Restos Comida","7240,00"
2023-03-29,"Plastico","19100,00"
2023-03-29,"Cortes de Jardim","92040,00"
2023-03-29,"Vidro","12460,00"
2023-03-29,"Indiferenciado","225320,00"
2023-03-28,"Plastico","28700,00"
2023-03-28,"Papel","8420,00"
2023-03-28,"Residuos Limpeza","14480,00"
2023-03-28,"Monstros","16100,00"
2023-03-28,"Restos Comida","4700,00"
2023-03-28,"Vidro","12560,00"
2023-03-28,"Cortes de Jardim","96540,00"
2023-03-28,"Indiferenciado","243920,00"
2023-03-27,"Residuos Limpeza","14180,00"
2023-03-27,"Plastico","2720,00"
2023-03-27,"Restos Comida","8260,00"
2023-03-27,"Indiferenciado","245680,00"
2023-03-27,"Papel","30620,00"
2023-03-27,"Cortes de Jardim","108280,00"
2023-03-27,"Vidro","22320,00"
2023-03-27,"Monstros","17760,00"
2023-03-26,"Indiferenciado","230800,00"
2023-03-26,"Papel","2180,00"
2023-03-26,"Monstros","460,00"
2023-03-25,"Residuos Limpeza","16480,00"
2023-03-25,"Indiferenciado","251900,00"
2023-03-25,"Cortes de Jardim","98050,00"
2023-03-25,"Papel","13460,00"
2023-03-25,"Restos Comida","5540,00"
2023-03-25,"Plastico","6100,00"
2023-03-25,"Monstros","9500,00"
2023-03-25,"Vidro","11620,00"
2023-03-24,"Indiferenciado","227820,00"
2023-03-24,"Vidro","12780,00"
2023-03-24,"Residuos Limpeza","11480,00"
2023-03-24,"Papel","5440,00"
2023-03-24,"Cortes de Jardim","116700,00"
2023-03-24,"Plastico","24060,00"
2023-03-24,"Monstros","16220,00"
2023-03-24,"Restos Comida","6380,00"
2023-03-23,"Indiferenciado","237840,00"
2023-03-23,"Vidro","7220,00"
2023-03-23,"Monstros","15840,00"
2023-03-23,"Cortes de Jardim","92980,00"
2023-03-23,"Papel","31000,00"
2023-03-23,"Restos Comida","4720,00"
2023-03-23,"Plastico","2300,00"
2023-03-23,"Residuos Limpeza","10600,00"
2023-03-22,"Cortes de Jardim","107620,00"
2023-03-22,"Vidro","15960,00"
2023-03-22,"Indiferenciado","221280,00"
2023-03-22,"Monstros","15940,00"
2023-03-22,"Plastico","9160,00"
2023-03-22,"Papel","14920,00"
2023-03-22,"Restos Comida","5340,00"
2023-03-22,"Residuos Limpeza","22600,00"
2023-03-21,"Cortes de Jardim","101260,00"
2023-03-21,"Papel","12160,00"
2023-03-21,"Indiferenciado","252100,00"
2023-03-21,"Residuos Limpeza","17900,00"
2023-03-21,"Restos Comida","4740,00"
2023-03-21,"Plastico","31340,00"
2023-03-21,"Monstros","19720,00"
2023-03-21,"Vidro","16860,00"
2023-03-20,"Indiferenciado","231840,00"
2023-03-20,"Plastico","2280,00"
2023-03-20,"Residuos Limpeza","12260,00"
2023-03-20,"Cortes de Jardim","103740,00"
2023-03-20,"Monstros","14940,00"
2023-03-20,"Restos Comida","9380,00"
2023-03-20,"Vidro","14640,00"
2023-03-20,"Papel","24400,00"
2023-03-19,"Indiferenciado","222340,00"
2023-03-19,"Monstros","680,00"
2023-03-19,"Papel","3180,00"
2023-03-18,"Cortes de Jardim","101340,00"
2023-03-18,"Papel","13140,00"
2023-03-18,"Monstros","10540,00"
2023-03-18,"Restos Comida","5620,00"
2023-03-18,"Plastico","5140,00"
2023-03-18,"Indiferenciado","248720,00"
2023-03-18,"Residuos Limpeza","27760,00"
2023-03-18,"Vidro","5180,00"
2023-03-17,"Monstros","11520,00"
2023-03-17,"Papel","3000,00"
2023-03-17,"Cortes de Jardim","89160,00"
2023-03-17,"Plastico","19500,00"
2023-03-17,"Restos Comida","6440,00"
2023-03-17,"Residuos Limpeza","40120,00"
2023-03-17,"Indiferenciado","224780,00"
2023-03-16,"Residuos Limpeza","36900,00"
2023-03-16,"Monstros","13340,00"
2023-03-16,"Restos Comida","4280,00"
2023-03-16,"Plastico","6280,00"
2023-03-16,"Papel","24420,00"
2023-03-16,"Indiferenciado","216140,00"
2023-03-16,"Cortes de Jardim","102720,00"
2023-03-16,"Vidro","5680,00"
2023-03-15,"Restos Comida","5780,00"
2023-03-15,"Plastico","6440,00"
2023-03-15,"Residuos Limpeza","21520,00"
2023-03-15,"Papel","16280,00"
2023-03-15,"Indiferenciado","234820,00"
2023-03-15,"Cortes de Jardim","113160,00"
2023-03-15,"Monstros","16840,00"
2023-03-15,"Vidro","14740,00"
2023-03-14,"Restos Comida","5920,00"
2023-03-14,"Monstros","14700,00"
2023-03-14,"Cortes de Jardim","88140,00"
2023-03-14,"Vidro","8960,00"
2023-03-14,"Residuos Limpeza","22040,00"
2023-03-14,"Plastico","32620,00"
2023-03-14,"Papel","6040,00"
2023-03-14,"Indiferenciado","259560,00"
2023-03-13,"Residuos Limpeza","7640,00"
2023-03-13,"Indiferenciado","228260,00"
2023-03-13,"Plastico","1240,00"
2023-03-13,"Papel","35160,00"
2023-03-13,"Restos Comida","7980,00"
2023-03-13,"Cortes de Jardim","110800,00"
2023-03-13,"Monstros","17540,00"
2023-03-13,"Vidro","13760,00"
2023-03-12,"Indiferenciado","252200,00"
2023-03-12,"Residuos Limpeza","1520,00"
2023-03-12,"Papel","3800,00"
2023-03-12,"Monstros","260,00"
2023-03-11,"Vidro","16380,00"
2023-03-11,"Indiferenciado","239820,00"
2023-03-11,"Monstros","9180,00"
2023-03-11,"Cortes de Jardim","116500,00"
2023-03-11,"Papel","15760,00"
2023-03-11,"Residuos Limpeza","18980,00"
2023-03-11,"Plastico","3540,00"
2023-03-11,"Restos Comida","4440,00"
2023-03-10,"Vidro","9520,00"
2023-03-10,"Indiferenciado","230480,00"
2023-03-10,"Restos Comida","5260,00"
2023-03-10,"Residuos Limpeza","29260,00"
2023-03-10,"Monstros","15720,00"
2023-03-10,"Plastico","21800,00"
2023-03-10,"Cortes de Jardim","115400,00"
2023-03-10,"Papel","2600,00"
2023-03-09,"Indiferenciado","226720,00"
2023-03-09,"Vidro","14080,00"
2023-03-09,"Cortes de Jardim","117980,00"
2023-03-09,"Papel","26820,00"
2023-03-09,"Restos Comida","5000,00"
2023-03-09,"Plastico","1520,00"
2023-03-09,"Monstros","15560,00"
2023-03-09,"Residuos Limpeza","26020,00"
2023-03-08,"Papel","14760,00"
2023-03-08,"Cortes de Jardim","85660,00"
2023-03-08,"Vidro","12840,00"
2023-03-08,"Monstros","28140,00"
2023-03-08,"Indiferenciado","223960,00"
2023-03-08,"Plastico","8500,00"
2023-03-08,"Restos Comida","5940,00"
2023-03-08,"Residuos Limpeza","12060,00"
2023-03-07,"Vidro","15560,00"
2023-03-07,"Cortes de Jardim","77600,00"
2023-03-07,"Monstros","22420,00"
2023-03-07,"Plastico","32180,00"
2023-03-07,"Restos Comida","3620,00"
2023-03-07,"Papel","4860,00"
2023-03-07,"Residuos Limpeza","8780,00"
2023-03-07,"Indiferenciado","240060,00"
2023-03-06,"Papel","36980,00"
2023-03-06,"Restos Comida","8220,00"
2023-03-06,"Plastico","1840,00"
2023-03-06,"Monstros","17380,00"
2023-03-06,"Vidro","21280,00"
2023-03-06,"Indiferenciado","202040,00"
2023-03-06,"Cortes de Jardim","100920,00"
2023-03-06,"Residuos Limpeza","14220,00"
2023-03-05,"Papel","3100,00"
2023-03-05,"Residuos Limpeza","140,00"
2023-03-05,"Indiferenciado","210720,00"
2023-03-04,"Residuos Limpeza","12860,00"
2023-03-04,"Indiferenciado","233600,00"
2023-03-04,"Vidro","18640,00"
2023-03-04,"Plastico","4420,00"
2023-03-04,"Restos Comida","5420,00"
2023-03-04,"Papel","12460,00"
2023-03-04,"Monstros","8980,00"
2023-03-04,"Cortes de Jardim","81060,00"
2023-03-03,"Indiferenciado","226780,00"
2023-03-03,"Vidro","16860,00"
2023-03-03,"Monstros","19360,00"
2023-03-03,"Restos Comida","6660,00"
2023-03-03,"Papel","7540,00"
2023-03-03,"Plastico","22180,00"
2023-03-03,"Residuos Limpeza","12860,00"
2023-03-03,"Cortes de Jardim","102540,00"
2023-03-02,"Cortes de Jardim","104960,00"
2023-03-02,"Papel","25320,00"
2023-03-02,"Indiferenciado","226040,00"
2023-03-02,"Plastico","2880,00"
2023-03-02,"Restos Comida","3340,00"
2023-03-02,"Vidro","22880,00"
2023-03-02,"Monstros","23380,00"
2023-03-02,"Residuos Limpeza","27220,00"
2023-03-01,"Papel","15900,00"
2023-03-01,"Indiferenciado","215140,00"
2023-03-01,"Residuos Limpeza","2060,00"
2023-03-01,"Plastico","8220,00"
2023-03-01,"Cortes de Jardim","95600,00"
2023-03-01,"Vidro","4760,00"
2023-03-01,"Monstros","25460,00"
2023-03-01,"Restos Comida","5800,00"
2023-02-28,"Indiferenciado","224340,00"
2023-02-28,"Cortes de Jardim","105580,00"
2023-02-28,"Monstros","25780,00"
2023-02-28,"Vidro","22500,00"
2023-02-28,"Plastico","31540,00"
2023-02-28,"Papel","6840,00"
2023-02-28,"Restos Comida","4920,00"
2023-02-28,"Residuos Limpeza","3300,00"
2023-02-27,"Monstros","17540,00"
2023-02-27,"Papel","27260,00"
2023-02-27,"Cortes de Jardim","86380,00"
2023-02-27,"Indiferenciado","231440,00"
