Data,"Tipo Residuo","Peso"
2020-11-20,"Residuos Limpeza","28640,00"
2020-11-19,"Monstros","17860,00"
2020-11-19,"Vidro","17120,00"
2020-11-19,"Cortes de Jardim","135660,00"
2020-11-19,"Residuos Limpeza","18320,00"
2020-11-19,"Plastico","1740,00"
2020-11-19,"Papel","25680,00"
2020-11-19,"Restos Comida","3140,00"
2020-11-19,"Indiferenciado","210220,00"
2020-11-18,"Plastico","7100,00"
2020-11-18,"Restos Comida","3060,00"
2020-11-18,"Cortes de Jardim","115580,00"
2020-11-18,"Papel","17360,00"
2020-11-18,"Monstros","31980,00"
2020-11-18,"Residuos Limpeza","52700,00"
2020-11-18,"Indiferenciado","227620,00"
2020-11-18,"Vidro","7080,00"
2020-11-17,"Plastico","27940,00"
2020-11-17,"Restos Comida","2760,00"
2020-11-17,"Papel","4740,00"
2020-11-17,"Cortes de Jardim","87560,00"
2020-11-17,"Monstros","21980,00"
2020-11-17,"Indiferenciado","253700,00"
2020-11-17,"Residuos Limpeza","44420,00"
2020-11-16,"Monstros","24720,00"
2020-11-16,"Residuos Limpeza","19460,00"
2020-11-16,"Cortes de Jardim","78700,00"
2020-11-16,"Papel","31460,00"
2020-11-16,"Restos Comida","2840,00"
2020-11-16,"Plastico","1780,00"
2020-11-16,"Vidro","13980,00"
2020-11-16,"Indiferenciado","234920,00"
2020-11-15,"Monstros","200,00"
2020-11-15,"Indiferenciado","201940,00"
2020-11-15,"Papel","2320,00"
2020-11-14,"Plastico","8340,00"
2020-11-14,"Residuos Limpeza","40500,00"
2020-11-14,"Cortes de Jardim","101560,00"
2020-11-14,"Indiferenciado","224620,00"
2020-11-14,"Papel","11240,00"
2020-11-14,"Vidro","16180,00"
2020-11-14,"Monstros","12000,00"
2020-11-13,"Residuos Limpeza","115060,00"
2020-11-13,"Indiferenciado","240960,00"
2020-11-13,"Monstros","13620,00"
2020-11-13,"Vidro","12120,00"
2020-11-13,"Restos Comida","2600,00"
2020-11-13,"Plastico","17780,00"
2020-11-13,"Papel","2760,00"
2020-11-13,"Cortes de Jardim","99660,00"
2020-11-12,"Indiferenciado","224780,00"
2020-11-12,"Papel","27640,00"
2020-11-12,"Plastico","1960,00"
2020-11-12,"Residuos Limpeza","18220,00"
2020-11-12,"Cortes de Jardim","115920,00"
2020-11-12,"Restos Comida","2600,00"
2020-11-12,"Monstros","17760,00"
2020-11-12,"Vidro","13940,00"
2020-11-11,"Indiferenciado","232920,00"
2020-11-11,"Vidro","11640,00"
2020-11-11,"Cortes de Jardim","132780,00"
2020-11-11,"Papel","13680,00"
2020-11-11,"Monstros","17100,00"
2020-11-11,"Plastico","7520,00"
2020-11-11,"Restos Comida","2820,00"
2020-11-11,"Residuos Limpeza","32020,00"
2020-11-10,"Vidro","9980,00"
2020-11-10,"Indiferenciado","250380,00"
2020-11-10,"Residuos Limpeza","18680,00"
2020-11-10,"Plastico","26440,00"
2020-11-10,"Monstros","18560,00"
2020-11-10,"Restos Comida","2760,00"
2020-11-10,"Papel","3020,00"
2020-11-10,"Cortes de Jardim","105680,00"
2020-11-09,"Cortes de Jardim","116060,00"
2020-11-09,"Vidro","10260,00"
2020-11-09,"Indiferenciado","237640,00"
2020-11-09,"Restos Comida","4620,00"
2020-11-09,"Papel","35300,00"
2020-11-09,"Monstros","19740,00"
2020-11-09,"Plastico","2380,00"
2020-11-09,"Residuos Limpeza","16480,00"
2020-11-08,"Papel","3020,00"
2020-11-08,"Indiferenciado","223700,00"
2020-11-08,"Residuos Limpeza","200,00"
2020-11-07,"Monstros","17860,00"
2020-11-07,"Vidro","15200,00"
2020-11-07,"Cortes de Jardim","124140,00"
2020-11-07,"Indiferenciado","226500,00"
2020-11-07,"Plastico","7360,00"
2020-11-07,"Restos Comida","2600,00"
2020-11-07,"Papel","12280,00"
2020-11-07,"Residuos Limpeza","13820,00"
2020-11-06,"Vidro","9440,00"
2020-11-06,"Monstros","15760,00"
2020-11-06,"Indiferenciado","224020,00"
2020-11-06,"Cortes de Jardim","101140,00"
2020-11-06,"Residuos Limpeza","18120,00"
2020-11-06,"Plastico","16540,00"
2020-11-06,"Papel","2160,00"
2020-11-06,"Restos Comida","3400,00"
2020-11-05,"Indiferenciado","229640,00"
2020-11-05,"Cortes de Jardim","123040,00"
2020-11-05,"Papel","24100,00"
2020-11-05,"Monstros","21440,00"
2020-11-05,"Plastico","2140,00"
2020-11-05,"Restos Comida","2620,00"
2020-11-05,"Residuos Limpeza","13280,00"
2020-11-04,"Restos Comida","2920,00"
2020-11-04,"Monstros","20080,00"
2020-11-04,"Papel","15260,00"
2020-11-04,"Cortes de Jardim","92860,00"
2020-11-04,"Indiferenciado","214040,00"
2020-11-04,"Vidro","6500,00"
2020-11-04,"Plastico","7700,00"
2020-11-04,"Residuos Limpeza","62400,00"
2020-11-03,"Cortes de Jardim","94480,00"
2020-11-03,"Plastico","26140,00"
2020-11-03,"Restos Comida","2560,00"
2020-11-03,"Papel","1820,00"
2020-11-03,"Monstros","20540,00"
2020-11-03,"Residuos Limpeza","11380,00"
2020-11-03,"Indiferenciado","243060,00"
2020-11-03,"Vidro","9560,00"
2020-11-02,"Restos Comida","5120,00"
2020-11-02,"Vidro","12360,00"
2020-11-02,"Monstros","24060,00"
2020-11-02,"Plastico","760,00"
2020-11-02,"Residuos Limpeza","25740,00"
2020-11-02,"Cortes de Jardim","89720,00"
2020-11-02,"Papel","35980,00"
2020-11-02,"Indiferenciado","239540,00"
2020-11-01,"Indiferenciado","236580,00"
2020-11-01,"Papel","2960,00"
2020-10-31,"Indiferenciado","243680,00"
2020-10-31,"Residuos Limpeza","15500,00"
2020-10-31,"Papel","9920,00"
2020-10-31,"Restos Comida","3060,00"
2020-10-31,"Cortes de Jardim","115500,00"
2020-10-31,"Plastico","9560,00"
2020-10-31,"Vidro","14180,00"
2020-10-31,"Monstros","14220,00"
2020-10-30,"Vidro","8320,00"
2020-10-30,"Indiferenciado","241400,00"
2020-10-30,"Residuos Limpeza","25960,00"
2020-10-30,"Papel","3080,00"
2020-10-30,"Cortes de Jardim","94040,00"
2020-10-30,"Monstros","25960,00"
2020-10-30,"Plastico","15400,00"
2020-10-30,"Restos Comida","2640,00"
2020-10-29,"Indiferenciado","224920,00"
2020-10-29,"Vidro","16520,00"
2020-10-29,"Residuos Limpeza","16920,00"
2020-10-29,"Papel","26260,00"
2020-10-29,"Cortes de Jardim","94720,00"
2020-10-29,"Plastico","2240,00"
2020-10-29,"Restos Comida","2920,00"
2020-10-29,"Monstros","16200,00"
2020-10-28,"Indiferenciado","231780,00"
2020-10-28,"Vidro","10020,00"
2020-10-28,"Monstros","18820,00"
2020-10-28,"Cortes de Jardim","100080,00"
2020-10-28,"Restos Comida","2960,00"
2020-10-28,"Papel","15380,00"
2020-10-28,"Plastico","7400,00"
2020-10-28,"Residuos Limpeza","43020,00"
2020-10-27,"Cortes de Jardim","104320,00"
2020-10-27,"Papel","4380,00"
2020-10-27,"Vidro","8280,00"
2020-10-27,"Indiferenciado","241100,00"
2020-10-27,"Monstros","19120,00"
2020-10-27,"Restos Comida","2880,00"
2020-10-27,"Plastico","26000,00"
2020-10-27,"Residuos Limpeza","1400,00"
2020-10-26,"Cortes de Jardim","77800,00"
2020-10-26,"Papel","36420,00"
2020-10-26,"Indiferenciado","198120,00"
2020-10-26,"Residuos Limpeza","49940,00"
2020-10-26,"Restos Comida","5580,00"
2020-10-26,"Plastico","1060,00"
2020-10-26,"Monstros","20020,00"
2020-10-26,"Vidro","11820,00"
2020-10-25,"Indiferenciado","215420,00"
2020-10-25,"Papel","2920,00"
2020-10-24,"Indiferenciado","241660,00"
2020-10-24,"Restos Comida","3060,00"
2020-10-24,"Papel","13820,00"
2020-10-24,"Plastico","10360,00"
2020-10-24,"Residuos Limpeza","33280,00"
2020-10-24,"Cortes de Jardim","108280,00"
2020-10-24,"Monstros","13800,00"
2020-10-24,"Vidro","17640,00"
2020-10-23,"Indiferenciado","242060,00"
2020-10-23,"Vidro","13520,00"
2020-10-23,"Papel","6920,00"
2020-10-23,"Cortes de Jardim","101120,00"
2020-10-23,"Monstros","34780,00"
2020-10-23,"Residuos Limpeza","17840,00"
2020-10-23,"Plastico","18680,00"
2020-10-23,"Restos Comida","3200,00"
2020-10-22,"Indiferenciado","250480,00"
2020-10-22,"Vidro","13440,00"
2020-10-22,"Residuos Limpeza","8340,00"
2020-10-22,"Papel","18200,00"
2020-10-22,"Plastico","1720,00"
2020-10-22,"Restos Comida","2700,00"
2020-10-22,"Cortes de Jardim","106220,00"
2020-10-22,"Monstros","25600,00"
2020-10-21,"Vidro","10960,00"
2020-10-21,"Cortes de Jardim","114660,00"
2020-10-21,"Indiferenciado","232520,00"
2020-10-21,"Plastico","10540,00"
2020-10-21,"Monstros","25000,00"
2020-10-21,"Restos Comida","3460,00"
2020-10-21,"Papel","17060,00"
2020-10-21,"Residuos Limpeza","15260,00"
2020-10-20,"Monstros","14940,00"
2020-10-20,"Cortes de Jardim","107120,00"
2020-10-20,"Vidro","8480,00"
2020-10-20,"Papel","3920,00"
2020-10-20,"Indiferenciado","199620,00"
2020-10-20,"Residuos Limpeza","36100,00"
2020-10-20,"Restos Comida","3260,00"
2020-10-20,"Plastico","22900,00"
2020-10-19,"Indiferenciado","231960,00"
2020-10-19,"Vidro","17040,00"
2020-10-19,"Monstros","10980,00"
2020-10-19,"Papel","32500,00"
2020-10-19,"Cortes de Jardim","131780,00"
2020-10-19,"Restos Comida","5660,00"
2020-10-19,"Residuos Limpeza","12900,00"
2020-10-19,"Plastico","2200,00"
2020-10-18,"Indiferenciado","234620,00"
2020-10-18,"Residuos Limpeza","220,00"
2020-10-18,"Papel","3320,00"
2020-10-17,"Cortes de Jardim","120020,00"
2020-10-17,"Papel","8860,00"
2020-10-17,"Monstros","5680,00"
2020-10-17,"Plastico","8900,00"
2020-10-17,"Restos Comida","2600,00"
2020-10-17,"Residuos Limpeza","13080,00"
2020-10-17,"Vidro","15480,00"
2020-10-17,"Indiferenciado","231840,00"
2020-10-16,"Cortes de Jardim","97320,00"
2020-10-16,"Restos Comida","3180,00"
2020-10-16,"Monstros","13800,00"
2020-10-16,"Papel","6120,00"
2020-10-16,"Indiferenciado","220500,00"
2020-10-16,"Vidro","9560,00"
2020-10-16,"Residuos Limpeza","12580,00"
2020-10-16,"Plastico","16860,00"
2020-10-15,"Plastico","2100,00"
2020-10-15,"Papel","22760,00"
2020-10-15,"Monstros","18860,00"
2020-10-15,"Residuos Limpeza","17500,00"
2020-10-15,"Restos Comida","2960,00"
2020-10-15,"Cortes de Jardim","105640,00"
2020-10-15,"Indiferenciado","218980,00"
2020-10-15,"Vidro","9880,00"
2020-10-14,"Plastico","7800,00"
2020-10-14,"Restos Comida","3120,00"
2020-10-14,"Vidro","16060,00"
2020-10-14,"Papel","15840,00"
2020-10-14,"Cortes de Jardim","90680,00"
2020-10-14,"Monstros","20880,00"
2020-10-14,"Indiferenciado","229740,00"
2020-10-14,"Residuos Limpeza","10220,00"
2020-10-13,"Papel","3240,00"
2020-10-13,"Vidro","3240,00"
2020-10-13,"Monstros","15320,00"
2020-10-13,"Cortes de Jardim","102400,00"
2020-10-13,"Restos Comida","3060,00"
2020-10-13,"Residuos Limpeza","12900,00"
2020-10-13,"Plastico","26660,00"
2020-10-13,"Indiferenciado","236000,00"
2020-10-12,"Residuos Limpeza","11360,00"
2020-10-12,"Plastico","1580,00"
2020-10-12,"Papel","31000,00"
2020-10-12,"Restos Comida","5920,00"
2020-10-12,"Cortes de Jardim","107100,00"
2020-10-12,"Monstros","20280,00"
2020-10-12,"Vidro","17300,00"
2020-10-12,"Indiferenciado","255800,00"
2020-10-11,"Residuos Limpeza","140,00"
2020-10-11,"Indiferenciado","226380,00"
2020-10-11,"Papel","2780,00"
2020-10-11,"Cortes de Jardim","3200,00"
2020-10-10,"Vidro","18100,00"
2020-10-10,"Monstros","18400,00"
2020-10-10,"Papel","13120,00"
2020-10-10,"Restos Comida","2800,00"
2020-10-10,"Plastico","8240,00"
2020-10-10,"Residuos Limpeza","23940,00"
2020-10-10,"Cortes de Jardim","109040,00"
2020-10-10,"Indiferenciado","235620,00"
2020-10-09,"Indiferenciado","238700,00"
2020-10-09,"Vidro","9720,00"
2020-10-09,"Restos Comida","3520,00"
2020-10-09,"Residuos Limpeza","13240,00"
2020-10-09,"Monstros","20460,00"
2020-10-09,"Plastico","15820,00"
2020-10-09,"Papel","3520,00"
2020-10-09,"Cortes de Jardim","96220,00"
2020-10-08,"Indiferenciado","232360,00"
2020-10-08,"Papel","26260,00"
2020-10-08,"Vidro","16660,00"
2020-10-08,"Monstros","21200,00"
2020-10-08,"Restos Comida","4140,00"
2020-10-08,"Plastico","2660,00"
2020-10-08,"Residuos Limpeza","24380,00"
2020-10-08,"Cortes de Jardim","79320,00"
2020-10-07,"Papel","11980,00"
2020-10-07,"Indiferenciado","235320,00"
2020-10-07,"Restos Comida","2880,00"
2020-10-07,"Monstros","18280,00"
2020-10-07,"Cortes de Jardim","92020,00"
2020-10-07,"Vidro","12160,00"
2020-10-07,"Plastico","6280,00"
2020-10-07,"Residuos Limpeza","19880,00"
2020-10-06,"Indiferenciado","249000,00"
2020-10-06,"Residuos Limpeza","34060,00"
2020-10-06,"Vidro","9460,00"
2020-10-06,"Monstros","18340,00"
2020-10-06,"Papel","4720,00"
2020-10-06,"Plastico","22020,00"
2020-10-06,"Cortes de Jardim","87480,00"
2020-10-06,"Restos Comida","1600,00"
2020-10-05,"Indiferenciado","213660,00"
2020-10-05,"Monstros","7880,00"
2020-10-05,"Vidro","17420,00"
2020-10-05,"Restos Comida","5860,00"
2020-10-05,"Cortes de Jardim","25500,00"
2020-10-05,"Residuos Limpeza","300,00"
2020-10-05,"Papel","36400,00"
2020-10-05,"Plastico","1400,00"
2020-10-04,"Papel","3060,00"
2020-10-04,"Monstros","460,00"
2020-10-04,"Indiferenciado","222360,00"
2020-10-04,"Residuos Limpeza","640,00"
2020-10-03,"Plastico","8940,00"
2020-10-03,"Restos Comida","2860,00"
2020-10-03,"Papel","7680,00"
2020-10-03,"Monstros","9820,00"
2020-10-03,"Cortes de Jardim","98920,00"
2020-10-03,"Indiferenciado","238280,00"
2020-10-03,"Vidro","7020,00"
2020-10-03,"Residuos Limpeza","37620,00"
2020-10-02,"Monstros","18380,00"
2020-10-02,"Restos Comida","3500,00"
2020-10-02,"Papel","1300,00"
2020-10-02,"Plastico","21180,00"
2020-10-02,"Indiferenciado","239500,00"
2020-10-02,"Vidro","3860,00"
2020-10-02,"Cortes de Jardim","88060,00"
2020-10-02,"Residuos Limpeza","18800,00"
2020-10-01,"Papel","20840,00"
2020-10-01,"Cortes de Jardim","95860,00"
2020-10-01,"Vidro","17320,00"
2020-10-01,"Monstros","18020,00"
2020-10-01,"Plastico","15160,00"
2020-10-01,"Restos Comida","3000,00"
2020-10-01,"Residuos Limpeza","23120,00"
2020-10-01,"Indiferenciado","234580,00"
2020-09-30,"Residuos Limpeza","11400,00"
2020-09-30,"Plastico","7080,00"
2020-09-30,"Monstros","20000,00"
2020-09-30,"Restos Comida","3560,00"
2020-09-30,"Cortes de Jardim","103580,00"
2020-09-30,"Indiferenciado","233680,00"
2020-09-30,"Papel","10400,00"
2020-09-30,"Vidro","14020,00"
2020-09-29,"Residuos Limpeza","17300,00"
2020-09-29,"Indiferenciado","251460,00"
2020-09-29,"Monstros","40440,00"
2020-09-29,"Vidro","13080,00"
2020-09-29,"Cortes de Jardim","105380,00"
2020-09-29,"Restos Comida","3200,00"
2020-09-29,"Plastico","26460,00"
2020-09-29,"Papel","2960,00"
2020-09-28,"Indiferenciado","246680,00"
2020-09-28,"Vidro","5480,00"
2020-09-28,"Residuos Limpeza","24380,00"
2020-09-28,"Papel","36100,00"
2020-09-28,"Cortes de Jardim","123360,00"
2020-09-28,"Monstros","16360,00"
2020-09-28,"Restos Comida","4180,00"
2020-09-28,"Plastico","1780,00"
2020-09-27,"Indiferenciado","236960,00"
2020-09-27,"Papel","2800,00"
2020-09-27,"Monstros","280,00"
2020-09-26,"Indiferenciado","246440,00"
2020-09-26,"Vidro","15280,00"
2020-09-26,"Residuos Limpeza","42360,00"
2020-09-26,"Plastico","4140,00"
2020-09-26,"Papel","15240,00"
2020-09-26,"Monstros","14260,00"
2020-09-26,"Restos Comida","2780,00"
2020-09-26,"Cortes de Jardim","105480,00"
2020-09-25,"Residuos Limpeza","48260,00"
2020-09-25,"Indiferenciado","247520,00"
2020-09-25,"Papel","3740,00"
2020-09-25,"Cortes de Jardim","117980,00"
2020-09-25,"Restos Comida","3380,00"
2020-09-25,"Plastico","16160,00"
2020-09-25,"Monstros","14600,00"
2020-09-25,"Vidro","7340,00"
2020-09-24,"Indiferenciado","239100,00"
2020-09-24,"Papel","28620,00"
2020-09-24,"Residuos Limpeza","51520,00"
2020-09-24,"Plastico","5960,00"
2020-09-24,"Restos Comida","2840,00"
2020-09-24,"Monstros","20180,00"
2020-09-24,"Vidro","19300,00"
2020-09-24,"Cortes de Jardim","125520,00"
2020-09-23,"Indiferenciado","245320,00"
2020-09-23,"Cortes de Jardim","133720,00"
2020-09-23,"Monstros","19580,00"
2020-09-23,"Vidro","8120,00"
2020-09-23,"Residuos Limpeza","20260,00"
2020-09-23,"Plastico","7140,00"
2020-09-23,"Restos Comida","3460,00"
2020-09-23,"Papel","15840,00"
2020-09-22,"Indiferenciado","265440,00"
2020-09-22,"Cortes de Jardim","107340,00"
2020-09-22,"Papel","2880,00"
2020-09-22,"Monstros","14920,00"
2020-09-22,"Vidro","12800,00"
2020-09-22,"Residuos Limpeza","740,00"
2020-09-22,"Plastico","28660,00"
2020-09-22,"Restos Comida","2700,00"
2020-09-21,"Indiferenciado","249260,00"
2020-09-21,"Papel","34200,00"
2020-09-21,"Cortes de Jardim","154420,00"
2020-09-21,"Monstros","18620,00"
2020-09-21,"Plastico","1580,00"
2020-09-21,"Restos Comida","6520,00"
2020-09-21,"Vidro","20980,00"
2020-09-21,"Residuos Limpeza","5620,00"
2020-09-20,"Cortes de Jardim","2460,00"
2020-09-20,"Papel","2980,00"
2020-09-20,"Indiferenciado","252080,00"
2020-09-19,"Residuos Limpeza","24160,00"
2020-09-19,"Plastico","5840,00"
2020-09-19,"Monstros","14600,00"
2020-09-19,"Restos Comida","3120,00"
2020-09-19,"Cortes de Jardim","107700,00"
2020-09-19,"Indiferenciado","256580,00"
2020-09-19,"Vidro","24660,00"
2020-09-19,"Papel","16100,00"
2020-09-18,"Plastico","15560,00"
2020-09-18,"Restos Comida","3680,00"
2020-09-18,"Cortes de Jardim","102340,00"
2020-09-18,"Monstros","18640,00"
2020-09-18,"Residuos Limpeza","28000,00"
2020-09-18,"Indiferenciado","238480,00"
2020-09-18,"Vidro","9880,00"
2020-09-18,"Papel","3220,00"
2020-09-17,"Residuos Limpeza","13660,00"
2020-09-17,"Indiferenciado","230180,00"
2020-09-17,"Monstros","14320,00"
2020-09-17,"Vidro","8500,00"
2020-09-17,"Restos Comida","3360,00"
2020-09-17,"Papel","24860,00"
2020-09-17,"Plastico","4320,00"
2020-09-17,"Cortes de Jardim","104400,00"
2020-09-16,"Indiferenciado","247960,00"
2020-09-16,"Plastico","7500,00"
2020-09-16,"Papel","14000,00"
2020-09-16,"Restos Comida","3600,00"
2020-09-16,"Residuos Limpeza","19460,00"
2020-09-16,"Cortes de Jardim","106660,00"
2020-09-16,"Vidro","10920,00"
2020-09-16,"Monstros","16200,00"
2020-09-15,"Indiferenciado","252520,00"
2020-09-15,"Vidro","7500,00"
2020-09-15,"Papel","5020,00"
2020-09-15,"Cortes de Jardim","77480,00"
2020-09-15,"Monstros","13840,00"
2020-09-15,"Restos Comida","2580,00"
2020-09-15,"Residuos Limpeza","70120,00"
2020-09-15,"Plastico","28760,00"
2020-09-14,"Indiferenciado","242800,00"
2020-09-14,"Vidro","9880,00"
2020-09-14,"Restos Comida","6300,00"
2020-09-14,"Monstros","13640,00"
2020-09-14,"Plastico","1540,00"
2020-09-14,"Residuos Limpeza","20040,00"
2020-09-14,"Papel","31120,00"
2020-09-14,"Cortes de Jardim","69480,00"
2020-09-13,"Indiferenciado","235260,00"
2020-09-13,"Papel","2440,00"
2020-09-13,"Residuos Limpeza","820,00"
2020-09-12,"Cortes de Jardim","83280,00"
2020-09-12,"Vidro","21140,00"
2020-09-12,"Papel","14240,00"
2020-09-12,"Monstros","22000,00"
2020-09-12,"Indiferenciado","253040,00"
2020-09-12,"Plastico","3960,00"
2020-09-12,"Restos Comida","2680,00"
2020-09-12,"Residuos Limpeza","48940,00"
2020-09-11,"Vidro","11240,00"
2020-09-11,"Indiferenciado","236240,00"
2020-09-11,"Plastico","16880,00"
2020-09-11,"Papel","3220,00"
2020-09-11,"Restos Comida","3580,00"
2020-09-11,"Monstros","13420,00"
2020-09-11,"Cortes de Jardim","81660,00"
2020-09-11,"Residuos Limpeza","12880,00"
2020-09-10,"Indiferenciado","232960,00"
2020-09-10,"Cortes de Jardim","87820,00"
2020-09-10,"Residuos Limpeza","37880,00"
2020-09-10,"Plastico","4460,00"
2020-09-10,"Restos Comida","2580,00"
2020-09-10,"Papel","27060,00"
2020-09-10,"Monstros","13960,00"
2020-09-10,"Vidro","10080,00"
2020-09-09,"Indiferenciado","227920,00"
2020-09-09,"Cortes de Jardim","85560,00"
2020-09-09,"Papel","11900,00"
2020-09-09,"Monstros","17620,00"
2020-09-09,"Plastico","6920,00"
2020-09-09,"Restos Comida","4400,00"
2020-09-09,"Residuos Limpeza","40720,00"
2020-09-09,"Vidro","6840,00"
2020-09-08,"Cortes de Jardim","79000,00"
2020-09-08,"Monstros","31240,00"
2020-09-08,"Papel","2440,00"
2020-09-08,"Indiferenciado","237440,00"
2020-09-08,"Plastico","25620,00"
2020-09-08,"Restos Comida","4020,00"
2020-09-08,"Residuos Limpeza","17180,00"
2020-09-07,"Residuos Limpeza","12320,00"
2020-09-07,"Plastico","1580,00"
2020-09-07,"Restos Comida","4880,00"
2020-09-07,"Papel","28980,00"
2020-09-07,"Monstros","13240,00"
2020-09-07,"Vidro","15080,00"
2020-09-07,"Cortes de Jardim","69260,00"
2020-09-07,"Indiferenciado","237760,00"
2020-09-06,"Residuos Limpeza","1340,00"
2020-09-06,"Monstros","1480,00"
2020-09-06,"Indiferenciado","232000,00"
2020-09-06,"Papel","3100,00"
2020-09-05,"Plastico","5140,00"
2020-09-05,"Restos Comida","3340,00"
2020-09-05,"Residuos Limpeza","12260,00"
2020-09-05,"Papel","15280,00"
2020-09-05,"Indiferenciado","241100,00"
2020-09-05,"Vidro","4660,00"
2020-09-05,"Monstros","37840,00"
2020-09-05,"Cortes de Jardim","79300,00"
2020-09-04,"Indiferenciado","249400,00"
2020-09-04,"Residuos Limpeza","14260,00"
2020-09-04,"Cortes de Jardim","65980,00"
2020-09-04,"Restos Comida","4300,00"
2020-09-04,"Plastico","16160,00"
2020-09-04,"Papel","11840,00"
2020-09-04,"Vidro","6160,00"
2020-09-04,"Monstros","12060,00"
2020-09-03,"Vidro","9260,00"
2020-09-03,"Residuos Limpeza","13280,00"
2020-09-03,"Papel","29000,00"
2020-09-03,"Indiferenciado","230840,00"
2020-09-03,"Cortes de Jardim","81880,00"
2020-09-03,"Monstros","13640,00"
2020-09-03,"Plastico","2880,00"
2020-09-03,"Restos Comida","2280,00"
2020-09-02,"Indiferenciado","221080,00"
2020-09-02,"Vidro","8400,00"
2020-09-02,"Residuos Limpeza","23900,00"
2020-09-02,"Papel","35780,00"
2020-09-02,"Cortes de Jardim","71320,00"
2020-09-02,"Monstros","16460,00"
2020-09-02,"Plastico","10800,00"
2020-09-02,"Restos Comida","3460,00"
2020-09-01,"Indiferenciado","265460,00"
2020-09-01,"Vidro","10580,00"
2020-09-01,"Monstros","14260,00"
2020-09-01,"Cortes de Jardim","81100,00"
2020-09-01,"Papel","3080,00"
2020-09-01,"Restos Comida","2380,00"
2020-09-01,"Plastico","25680,00"
2020-09-01,"Residuos Limpeza","13280,00"
2020-08-31,"Cortes de Jardim","74460,00"
2020-08-31,"Papel","28420,00"
2020-08-31,"Vidro","16140,00"
2020-08-31,"Indiferenciado","235000,00"
2020-08-31,"Restos Comida","6300,00"
2020-08-31,"Monstros","14800,00"
2020-08-31,"Plastico","1420,00"
2020-08-31,"Residuos Limpeza","11620,00"
2020-08-30,"Papel","3300,00"
2020-08-30,"Indiferenciado","208480,00"
2020-08-30,"Residuos Limpeza","940,00"
2020-08-30,"Monstros","620,00"
2020-08-29,"Indiferenciado","239520,00"
2020-08-29,"Monstros","12560,00"
2020-08-29,"Vidro","16860,00"
2020-08-29,"Residuos Limpeza","11400,00"
2020-08-29,"Plastico","5320,00"
2020-08-29,"Papel","14300,00"
2020-08-29,"Cortes de Jardim","58340,00"
2020-08-29,"Restos Comida","3180,00"
2020-08-28,"Indiferenciado","241560,00"
2020-08-28,"Monstros","14880,00"
2020-08-28,"Vidro","19140,00"
2020-08-28,"Cortes de Jardim","87200,00"
2020-08-28,"Restos Comida","4180,00"
2020-08-28,"Plastico","14640,00"
2020-08-28,"Papel","3440,00"
2020-08-28,"Residuos Limpeza","13820,00"
2020-08-27,"Papel","25620,00"
2020-08-27,"Monstros","13020,00"
2020-08-27,"Plastico","1660,00"
2020-08-27,"Cortes de Jardim","77440,00"
2020-08-27,"Vidro","23000,00"
2020-08-27,"Indiferenciado","231400,00"
2020-08-27,"Residuos Limpeza","14400,00"
2020-08-27,"Restos Comida","3500,00"
2020-08-26,"Indiferenciado","231380,00"
2020-08-26,"Papel","13820,00"
2020-08-26,"Plastico","11280,00"
2020-08-26,"Restos Comida","3440,00"
2020-08-26,"Cortes de Jardim","78780,00"
2020-08-26,"Monstros","17960,00"
2020-08-26,"Vidro","10320,00"
2020-08-26,"Residuos Limpeza","18540,00"
2020-08-25,"Monstros","16660,00"
2020-08-25,"Restos Comida","3100,00"
2020-08-25,"Residuos Limpeza","14940,00"
2020-08-25,"Plastico","24780,00"
2020-08-25,"Papel","3020,00"
2020-08-25,"Vidro","23420,00"
2020-08-25,"Cortes de Jardim","94120,00"
2020-08-25,"Indiferenciado","248260,00"
2020-08-24,"Residuos Limpeza","15420,00"
2020-08-24,"Restos Comida","6680,00"
2020-08-24,"Plastico","1460,00"
2020-08-24,"Papel","26260,00"
2020-08-24,"Cortes de Jardim","88880,00"
2020-08-24,"Indiferenciado","220400,00"
2020-08-24,"Vidro","13640,00"
2020-08-24,"Monstros","16760,00"
2020-08-23,"Papel","2400,00"
2020-08-23,"Residuos Limpeza","1220,00"
2020-08-23,"Indiferenciado","229120,00"
2020-08-22,"Residuos Limpeza","23480,00"
2020-08-22,"Cortes de Jardim","75500,00"
2020-08-22,"Indiferenciado","251040,00"
2020-08-22,"Restos Comida","2700,00"
2020-08-22,"Papel","17800,00"
2020-08-22,"Plastico","4800,00"
2020-08-22,"Vidro","21100,00"
2020-08-22,"Monstros","11000,00"
2020-08-21,"Residuos Limpeza","11880,00"
2020-08-21,"Vidro","12260,00"
2020-08-21,"Indiferenciado","227460,00"
2020-08-21,"Cortes de Jardim","103840,00"
2020-08-21,"Papel","3320,00"
2020-08-21,"Monstros","16700,00"
2020-08-21,"Restos Comida","4140,00"
2020-08-21,"Plastico","13980,00"
2020-08-20,"Indiferenciado","232180,00"
2020-08-20,"Vidro","16200,00"
2020-08-20,"Restos Comida","2740,00"
2020-08-20,"Cortes de Jardim","97100,00"
2020-08-20,"Monstros","16900,00"
2020-08-20,"Papel","27240,00"
2020-08-20,"Plastico","2840,00"
2020-08-20,"Residuos Limpeza","13980,00"
2020-08-19,"Indiferenciado","232600,00"
2020-08-19,"Cortes de Jardim","88000,00"
2020-08-19,"Vidro","10720,00"
